,sentence,adjective,noun,hinnang
172,Keskmise inimese <<<ADJ doos maksab 615 krooni .,keskmine,doos,yes
173,Keskmise inimese <<<ADJ doos maksab 615 krooni .,vahepealne,doos,yes
174,<<<ADJ on vähemasti kooskõlas Pavlovi klassikalise reflekside õpetusega .,viimane,kooskõla,no
175,<<<ADJ on vähemasti kooskõlas Pavlovi klassikalise reflekside õpetusega .,püsiv,kooskõla,no
176,Kindlalt on teada paarkümmend <<<ADJ ohvrit .,otsene,ohver,yes
177,Kindlalt on teada paarkümmend <<<ADJ ohvrit .,esmane,ohver,yes
178,"Oma erialaselt ulja tegevusega avalikkuse tähelepanu pälvinud Eerik-Niiles Kross ( 33 ) on nüüdseks küll juba kolmandasse abiellu astunud , ent tema ema arvates on see mõistetav : “ Esimese abielu aegu oli ta nii noor , et see suhe lõppes veel enne , kui päriselt alata jõudis , ja teine abielu oli ju välismaalasega , kelle taust oli nii teistsuguste mustrite ja rütmidega , et ebaõnnestumine on <<<ADJ .",mõistetav,muster,no
179,"Oma erialaselt ulja tegevusega avalikkuse tähelepanu pälvinud Eerik-Niiles Kross ( 33 ) on nüüdseks küll juba kolmandasse abiellu astunud , ent tema ema arvates on see mõistetav : “ Esimese abielu aegu oli ta nii noor , et see suhe lõppes veel enne , kui päriselt alata jõudis , ja teine abielu oli ju välismaalasega , kelle taust oli nii teistsuguste mustrite ja rütmidega , et ebaõnnestumine on <<<ADJ .",arusaadav,muster,no
180,"Eelkõige 160ruutmeetrine lukskorter Tallinna vanalinnas <<<ADJ tänaval , mis paberite järgi kuulub Merle Palmistele .",pikk,tänav,yes
181,"Eelkõige 160ruutmeetrine lukskorter Tallinna vanalinnas <<<ADJ tänaval , mis paberite järgi kuulub Merle Palmistele .",kauge,tänav,yes
182,"“ Ei mäleta meid , <<<ADJ lauljaid , enam keegi .",kunagine,laulja,yes
183,"“ Ei mäleta meid , <<<ADJ lauljaid , enam keegi .",omaaegne,laulja,yes
184,"Linn pole välistatud , ka siin on <<<ADJ kohti , ” leiab ta .",soliidne,koht,yes
185,"Linn pole välistatud , ka siin on <<<ADJ kohti , ” leiab ta .",auväärne,koht,yes
186,Enne <<<ADJ reisi Euroopasse lubas ta siiski ringi vaadata .,hiljutine,reis,yes
187,Enne <<<ADJ reisi Euroopasse lubas ta siiski ringi vaadata .,uus,reis,yes
188,"Üks peaaegu kahemeetrine kukkurloom , kes meile <<<ADJ väljal autoga paralleelselt kaasa tuiskas , hüppas oma suure kerega meie masinasse sisse .",suur,väli,yes
189,"Üks peaaegu kahemeetrine kukkurloom , kes meile <<<ADJ väljal autoga paralleelselt kaasa tuiskas , hüppas oma suure kerega meie masinasse sisse .",sügav,väli,yes
190,"Kui nüüd lugejale jäi mulje , et suursaadiku töö ainult <<<ADJ õhtusöökidest ja pillerkaaritamisest koosnebki , siis nii see mõistagi ei ole .",maitsev,õhtusöök,yes
191,"Kui nüüd lugejale jäi mulje , et suursaadiku töö ainult <<<ADJ õhtusöökidest ja pillerkaaritamisest koosnebki , siis nii see mõistagi ei ole .",hõrk,õhtusöök,yes
192,Ühtlaselt <<<ADJ toetus kõigile hädalistele ei anna olulisi tulemusi .,väike,toetus,yes
193,Ühtlaselt <<<ADJ toetus kõigile hädalistele ei anna olulisi tulemusi .,madal,toetus,yes
194,Õige tehaseomanik oli Tallinna piimakombinaadi <<<ADJ riiklik direktor Tiit Kõuhkna .,viimane,direktor,yes
195,Õige tehaseomanik oli Tallinna piimakombinaadi <<<ADJ riiklik direktor Tiit Kõuhkna .,püsiv,direktor,yes
196,"” <<<ADJ Kliimamuutuste Ekspertnõukogu ( IPCC ) hinnangul on maakera õhutemperatuur tõusnud 1860. aastast 0,3 - 0,6 oC .",valitsustevaheline,kliimamuutus,yes
197,"” <<<ADJ Kliimamuutuste Ekspertnõukogu ( IPCC ) hinnangul on maakera õhutemperatuur tõusnud 1860. aastast 0,3 - 0,6 oC .",internatsionaalne,kliimamuutus,yes
198,"” Ent kirve otsimine on tänapäeva Mustamäe paneelmajades <<<ADJ ettevõtmine , selle asemel sai Aleksei sakilise servaga noa .",lootusetu,ettevõtmine,yes
199,"” Ent kirve otsimine on tänapäeva Mustamäe paneelmajades <<<ADJ ettevõtmine , selle asemel sai Aleksei sakilise servaga noa .",kriitiline,ettevõtmine,no
