,sentence,adjective,noun,hinnang
166,"Savisaare-hirmus valis rahvas riigikogu lavale “ <<<ADJ poliitika ” , nüüd jääb huviga oodata , mis loom see on .",uus,poliitika,yes
167,"Savisaare-hirmus valis rahvas riigikogu lavale “ <<<ADJ poliitika ” , nüüd jääb huviga oodata , mis loom see on .",originaalne,poliitika,yes
168,Seened on pakkunud lisa inimese toidulauale juba <<<ADJ aegadest peale .,iidne,aeg,yes
169,Seened on pakkunud lisa inimese toidulauale juba <<<ADJ aegadest peale .,vana,aeg,yes
170,"Igale eestlasele peaks selge olema , et mida rohkem toetame <<<ADJ tendentse Venemaal , ka tasakaalustatud ja heatahtliku käitumisega , seda väiksemad on impeeriumimeelsete shansid oma programmi läbi suruda .",demokraatlik,tendents,yes
171,"Igale eestlasele peaks selge olema , et mida rohkem toetame <<<ADJ tendentse Venemaal , ka tasakaalustatud ja heatahtliku käitumisega , seda väiksemad on impeeriumimeelsete shansid oma programmi läbi suruda .",kodanlik,tendents,yes
172,"Poliitika “ suurfirmad ” Euroopa Liit ja USA jagavad ära suure osa tuleviku poliitikaturust , oma suurusega saavad nad globaalset majandust mõjutada neile <<<ADJ suunas .",vajalik,suund,yes
173,"Poliitika “ suurfirmad ” Euroopa Liit ja USA jagavad ära suure osa tuleviku poliitikaturust , oma suurusega saavad nad globaalset majandust mõjutada neile <<<ADJ suunas .",hädavajalik,suund,yes
174,"Kõiksuses kulgeks ilma alguse ja lõputa <<<ADJ aeg , igas osauniversumis oleks aga oma lõplik aeg .",igavene,aeg,yes
175,"Kõiksuses kulgeks ilma alguse ja lõputa <<<ADJ aeg , igas osauniversumis oleks aga oma lõplik aeg .",lõputu,aeg,yes
176,"Olen tõesti otsinud <<<ADJ väärtusega ajatuid laule , mida kõlbaks kuulata ka aastate pärast . ”",kestev,väärtus,yes
177,"Olen tõesti otsinud <<<ADJ väärtusega ajatuid laule , mida kõlbaks kuulata ka aastate pärast . ”",jääv,väärtus,yes
178,<<<ADJ konverentsist Lundis ei võtnud osa ükski Eestist kutsutud ornitoloog .,järgmine,konverents,yes
179,<<<ADJ konverentsist Lundis ei võtnud osa ükski Eestist kutsutud ornitoloog .,järgnev,konverents,yes
180,"Juhtkond peab manipuleerima rahaga , sest muidu tuleb ta poole aasta pealt ministeeriumist raha juurde küsima või teatab , et nüüd oleme pankrotis , ” ei pea sotsiaalministeeriumi sotsiaalse turvalisuse osakonna juhataja Deiw Rahumägi tegelikkusest kõrvalekaldeid <<<ADJ patuks .",suur,patt,yes
181,"Juhtkond peab manipuleerima rahaga , sest muidu tuleb ta poole aasta pealt ministeeriumist raha juurde küsima või teatab , et nüüd oleme pankrotis , ” ei pea sotsiaalministeeriumi sotsiaalse turvalisuse osakonna juhataja Deiw Rahumägi tegelikkusest kõrvalekaldeid <<<ADJ patuks .",sügav,patt,no
182,"Selle asemel , et lasta inimestel ja riigil oma <<<ADJ keerukast minevikust normaalse arengu tulemusel kaugeneda , avaldatakse otsest survet , mida pealegi saab otseselt kellegagi seostada ( antud juhul Euroopa Liiduga ) .",hiline,minevik,yes
183,"Selle asemel , et lasta inimestel ja riigil oma <<<ADJ keerukast minevikust normaalse arengu tulemusel kaugeneda , avaldatakse otsest survet , mida pealegi saab otseselt kellegagi seostada ( antud juhul Euroopa Liiduga ) .",mahajäänud,minevik,yes
184,Veel vahetult enne Eestisse tulekut armastas ta <<<ADJ jalutuskäike mägedesse .,pikk,jalutuskäik,yes
185,Veel vahetult enne Eestisse tulekut armastas ta <<<ADJ jalutuskäike mägedesse .,kauge,jalutuskäik,yes
186,Nende kahe arvu vahele <<<ADJ nägudega töömesilaste vägi ilmselt jääb .,lilla,nägu,yes
187,Nende kahe arvu vahele <<<ADJ nägudega töömesilaste vägi ilmselt jääb .,lillakas,nägu,yes
188,Ja muusikalideni on ka <<<ADJ tee .,pikk,tee,yes
189,Ja muusikalideni on ka <<<ADJ tee .,kauge,tee,no
190,"Märtsist 1996 , kui kaitsejõudude <<<ADJ ülemaks oli saanud Johannes Kert , ilmus Tiru taas peastaapi .",uus,ülem,yes
191,"Märtsist 1996 , kui kaitsejõudude <<<ADJ ülemaks oli saanud Johannes Kert , ilmus Tiru taas peastaapi .",originaalne,ülem,no
192,"Hea küll , vahel harva , kui Andrusel on väga <<<ADJ taastuv treening , suusatab ta koos naisega .",kerge,treening,yes
193,"Hea küll , vahel harva , kui Andrusel on väga <<<ADJ taastuv treening , suusatab ta koos naisega .",põgus,treening,yes
194,"HEILI SIBRTIS “ Kui esimest korda <<<ADJ Tallinna baar-varietee ruumidesse astusin , siis tuli nutt kurku küll , ” tunnistab Mait Agu poeg Märt , kes lööb kaasa revüüteatri Bel Etage kavas “ Beau Monde ” ja ka kohe-kohe esietenduvas folgisugemetega tükis “ Ai lupsadi luusangadi ” .",endine,ruum,yes
195,"HEILI SIBRTIS “ Kui esimest korda <<<ADJ Tallinna baar-varietee ruumidesse astusin , siis tuli nutt kurku küll , ” tunnistab Mait Agu poeg Märt , kes lööb kaasa revüüteatri Bel Etage kavas “ Beau Monde ” ja ka kohe-kohe esietenduvas folgisugemetega tükis “ Ai lupsadi luusangadi ” .",omaaegne,ruum,yes
196,Mis seosed tekivad veel <<<ADJ vaatamisel ?,esmane,vaatamine,yes
197,Mis seosed tekivad veel <<<ADJ vaatamisel ?,algupärane,vaatamine,yes
198,<<<ADJ kirjas : Traditsioonilised teenused kontorite võrgu ja postipanga kaudu Teie kodukohas .,väike,kiri,yes
199,<<<ADJ kirjas : Traditsioonilised teenused kontorite võrgu ja postipanga kaudu Teie kodukohas .,keskpärane,kiri,no
