,sentence,adjective,noun,hinnang
167,Miks ei võiks Balti piirkonnal olla oma <<<ADJ julgeolekusüsteemi ?,territoriaalne,julgeolekusüsteem,yes
168,Saare keskel jääb tee äärde <<<ADJ koolimaja .,endine,koolimaja,yes
169,Saare keskel jääb tee äärde <<<ADJ koolimaja .,omaaegne,koolimaja,yes
170,"Teine periood , mis uute maapõuevarade avastamise ja tootmise tagajärjel Austraalia majanduse <<<ADJ tõusule viis , algas 1960. aastatel .",uus,tõus,yes
171,"Teine periood , mis uute maapõuevarade avastamise ja tootmise tagajärjel Austraalia majanduse <<<ADJ tõusule viis , algas 1960. aastatel .",originaalne,tõus,yes
172,Samal kevadel rääkinud Päts ühes eravestluses professor Oskar Looritsale oma kavatsusest süstemaatilisemat propagandatööd ja selle tarvis vastavat <<<ADJ institutsiooni käivitada .,riiklik,institutsioon,yes
173,Samal kevadel rääkinud Päts ühes eravestluses professor Oskar Looritsale oma kavatsusest süstemaatilisemat propagandatööd ja selle tarvis vastavat <<<ADJ institutsiooni käivitada .,avalik,institutsioon,yes
174,"Kõdisti meditsiiniline nimi kliitor tuleneb kreekakeelsest sõnast kleitoris , mis tähendab <<<ADJ küngast .",väike,küngas,yes
175,"Kõdisti meditsiiniline nimi kliitor tuleneb kreekakeelsest sõnast kleitoris , mis tähendab <<<ADJ küngast .",keskpärane,küngas,no
176,"Võõrleegionisse ei võeta <<<ADJ sõjaväelasi ega tipp-poksijaid ja - maadlejaid , et mitte asjatuid pingeid tekitada .",endine,sõjaväelane,yes
177,"Võõrleegionisse ei võeta <<<ADJ sõjaväelasi ega tipp-poksijaid ja - maadlejaid , et mitte asjatuid pingeid tekitada .",läinud,sõjaväelane,yes
178,Alles uutmine endises Nõukogude Liidus võimaldas laiatarbekaartidele kanda tegelikkusele <<<ADJ infot .,vastav,info,yes
179,Alles uutmine endises Nõukogude Liidus võimaldas laiatarbekaartidele kanda tegelikkusele <<<ADJ infot .,adekvaatne,info,no
180,Loosungist tuleneb <<<ADJ infotehnoloogiline lähenemine relvastusele .,paratamatu,lähenemine,yes
181,Loosungist tuleneb <<<ADJ infotehnoloogiline lähenemine relvastusele .,hädavajalik,lähenemine,yes
182,"Euroopas on artiste niivõrd palju , et üks ees või taga ei oma tema arvates tähtsust , pigem tõmbab tähelepanu <<<ADJ nimi - Alternature .",omapärane,nimi,yes
183,"Euroopas on artiste niivõrd palju , et üks ees või taga ei oma tema arvates tähtsust , pigem tõmbab tähelepanu <<<ADJ nimi - Alternature .",ebatavaline,nimi,yes
184,Vaatamata pidevale <<<ADJ võimuvõitlusele on Koonderakonna näol praegu veel selgelt tegemist Tiit Vähi erakonnaga .,sisemine,võimuvõitlus,yes
185,Vaatamata pidevale <<<ADJ võimuvõitlusele on Koonderakonna näol praegu veel selgelt tegemist Tiit Vähi erakonnaga .,tubane,võimuvõitlus,no
186,"Kultuuriga ei ole midagi peale hakata , kui kaob ära tema <<<ADJ tarbija .",oskuslik,tarbija,yes
187,"Kultuuriga ei ole midagi peale hakata , kui kaob ära tema <<<ADJ tarbija .",meisterlik,tarbija,yes
188,"Kui seni on <<<ADJ parteid igaüks mingil määral kontrollinud teatavat osa massiteabevahenditest , siis nüüd on saabunud aeg , mil ajakirjandus kui neljas võim on praktiliselt iseseisvunud .",peamine,partei,yes
189,"Kui seni on <<<ADJ parteid igaüks mingil määral kontrollinud teatavat osa massiteabevahenditest , siis nüüd on saabunud aeg , mil ajakirjandus kui neljas võim on praktiliselt iseseisvunud .",fundamentaalne,partei,no
190,Kuid silm märkab <<<ADJ poeeti ja Ühispanga endist juhti Janek Mäggit silitamas väikest päikselist Porschet .,suur,poeet,yes
191,Kuid silm märkab <<<ADJ poeeti ja Ühispanga endist juhti Janek Mäggit silitamas väikest päikselist Porschet .,sügav,poeet,no
192,Leedus topiti <<<ADJ riigiettevõtted vägisi börsile .,endine,riigiettevõte,yes
193,Leedus topiti <<<ADJ riigiettevõtted vägisi börsile .,omaaegne,riigiettevõte,yes
194,"Kui Allar oli tippsportlane ja siis treener , olid <<<ADJ asjad ja poiste kasvatamine rohkem Anna õlul .",kodune,asi,yes
195,"Kui Allar oli tippsportlane ja siis treener , olid <<<ADJ asjad ja poiste kasvatamine rohkem Anna õlul .",meeldiv,asi,no
196,Keskkoolis tegin <<<ADJ katse .,uus,katse,yes
197,Keskkoolis tegin <<<ADJ katse .,originaalne,katse,yes
198,"Tookord rääkis Ameerika Hääle kommentaator hääle värisedes , kuidas <<<ADJ lauljatar Leila Miller piketeerib , roosad tennised jalas , nõudes oma tütart tagasi .",habras,lauljatar,yes
199,"Tookord rääkis Ameerika Hääle kommentaator hääle värisedes , kuidas <<<ADJ lauljatar Leila Miller piketeerib , roosad tennised jalas , nõudes oma tütart tagasi .",õrn,lauljatar,yes
