,sentence,adjective,noun,hinnang
164,"Bernstein eristab traditsioonilises kunstikultuuris domineerivat <<<ADJ , absoluutset kaanonit järgivat kunstiteadvuse tüüpi introvertsest tüübist .",ekstravertne,tüüp,yes
165,"Bernstein eristab traditsioonilises kunstikultuuris domineerivat <<<ADJ , absoluutset kaanonit järgivat kunstiteadvuse tüüpi introvertsest tüübist .",seltsiv,tüüp,yes
166,"” Paistab , et Francol endal on küll <<<ADJ temperament Eestis kaasas .",rahvuslik,temperament,yes
167,"” Paistab , et Francol endal on küll <<<ADJ temperament Eestis kaasas .",etniline,temperament,yes
168,Mis on eesti rahva moraalne kood ?,moraalne,kood,yes
169,Mis on eesti rahva moraalne kood ?,eetiline,kood,yes
170,"Vaevalt , et paar tuhat <<<ADJ kodanikku sooviksid Canossasse käia ja oma võimaliku edu allikaid lähemalt kommenteerida .",lugupeetud,kodanik,yes
171,"Vaevalt , et paar tuhat <<<ADJ kodanikku sooviksid Canossasse käia ja oma võimaliku edu allikaid lähemalt kommenteerida .",esinduslik,kodanik,yes
172,"“ Meil oli <<<ADJ , soe ja sõbralik suhtlus , ” meenutab Kõiva .",pikk,suhtlus,yes
173,"“ Meil oli <<<ADJ , soe ja sõbralik suhtlus , ” meenutab Kõiva .",kauge,suhtlus,yes
174,"Hiljem see nõudmine soikus , kuid ametlikult oma <<<ADJ seisukohavõttudest loobutud pole .",kunagine,seisukohavõtt,yes
175,"Hiljem see nõudmine soikus , kuid ametlikult oma <<<ADJ seisukohavõttudest loobutud pole .",omaaegne,seisukohavõtt,yes
176,"Kui aga numbritesse süveneda , siis võib arusaamatuses käsi laiutada ja pärida : kui palju on Eestis inimesi , kes võivad endale lubada <<<ADJ eramu soetamist ( kasvõi pangalaenuga ) ?",tuttuus,eramu,yes
177,"Kui aga numbritesse süveneda , siis võib arusaamatuses käsi laiutada ja pärida : kui palju on Eestis inimesi , kes võivad endale lubada <<<ADJ eramu soetamist ( kasvõi pangalaenuga ) ?",uus,eramu,yes
178,"Psühhiaatri <<<ADJ lootus on aidata haigel leida uusi eesmärke ja huvisid , mis peletaksid kinnismõtte eemale .",peamine,lootus,yes
179,"Psühhiaatri <<<ADJ lootus on aidata haigel leida uusi eesmärke ja huvisid , mis peletaksid kinnismõtte eemale .",eriline,lootus,yes
180,"Siinjuures kasutavad nad ühekülgseid argumente , et vene rahva kultuurilised väärtused ei ole mitte niivõrd religioosset päritolu , kuivõrd kujunenud slaavi hõimude <<<ADJ arengu käigus .",ajalooline,areng,yes
181,"Siinjuures kasutavad nad ühekülgseid argumente , et vene rahva kultuurilised väärtused ei ole mitte niivõrd religioosset päritolu , kuivõrd kujunenud slaavi hõimude <<<ADJ arengu käigus .",keskaegne,areng,no
182,"1994. aastal avaldas seesama Tipler raamatu “ The Physics of Immortality ” ( “ Surematuse füüsika ” ) , mis järjest <<<ADJ trükkides ilmudes raputas füüsikamaailma ( ja mitte ainult ) päris korralikult .",uus,trükk,yes
183,"1994. aastal avaldas seesama Tipler raamatu “ The Physics of Immortality ” ( “ Surematuse füüsika ” ) , mis järjest <<<ADJ trükkides ilmudes raputas füüsikamaailma ( ja mitte ainult ) päris korralikult .",originaalne,trükk,no
184,Küünik peab häbi vihaks enese vastu ning püüab <<<ADJ koormast lahti saada .,ebamugav,koorem,yes
185,Küünik peab häbi vihaks enese vastu ning püüab <<<ADJ koormast lahti saada .,tume,koorem,yes
186,"Minul ei ole õigust neid kommenteerida , need on <<<ADJ .",konfidentsiaalne,mina,no
187,"Minul ei ole õigust neid kommenteerida , need on <<<ADJ .",lähedane,mina,no
188,Püüdlemist <<<ADJ seksi järele .,täiuslik,seks,yes
189,Püüdlemist <<<ADJ seksi järele .,ideaalne,seks,yes
190,Roxette'ilt on lähinädalail oodata <<<ADJ hitti A Thing About You .,uus,hitt,yes
191,Roxette'ilt on lähinädalail oodata <<<ADJ hitti A Thing About You .,originaalne,hitt,yes
192,"Šampust natuke mekkisime , siis sõidutas Alar Kotkas - tema on alati <<<ADJ autojuht !",kaine,autojuht,yes
193,"Šampust natuke mekkisime , siis sõidutas Alar Kotkas - tema on alati <<<ADJ autojuht !",realistlik,autojuht,yes
194,"Meid informeeriti sellest , kuid ei põhjendatud , <<<ADJ žüriiga kohtusime alles finaalis .",uus,žürii,yes
195,"Meid informeeriti sellest , kuid ei põhjendatud , <<<ADJ žüriiga kohtusime alles finaalis .",originaalne,žürii,yes
196,Laste muretsemine on liiga <<<ADJ vastutus .,suur,vastutus,yes
197,Laste muretsemine on liiga <<<ADJ vastutus .,kõrge,vastutus,yes
198,"Loen veel kord üle selle filmi tutvustusi - mis epiteetidega on seda küll iseloomustatud : hääbuv aristokraatia , <<<ADJ ilu , armastussurmade tähesadu ja mida kõik veel .",täiuslik,ilu,yes
199,"Loen veel kord üle selle filmi tutvustusi - mis epiteetidega on seda küll iseloomustatud : hääbuv aristokraatia , <<<ADJ ilu , armastussurmade tähesadu ja mida kõik veel .",ideaalne,ilu,yes
